gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
Male,0,Yes,No,Yes,No,2,No,No,Yes,No,No,No,1,No,Electronic check,76.2
Male,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),100.45
Female,0,Yes,No,Yes,No,0,No,Yes,Yes,No,No,No,1,Yes,Mailed check,54.7
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,No,2,Yes,Credit card (automatic),94.9
Male,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Credit card (automatic),81.5
Male,0,Yes,Yes,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,99.9
Male,0,No,No,Yes,No,2,No,Yes,No,Yes,Yes,Yes,1,No,Electronic check,100.55
Female,1,Yes,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,1,No,Electronic check,83.85
Male,0,Yes,No,Yes,No,0,Yes,No,No,Yes,No,No,1,No,Mailed check,53.6
Female,0,Yes,No,No,No phone service,0,No,No,No,No,Yes,Yes,1,Yes,Electronic check,43.95
Female,1,No,No,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,Electronic check,99.05
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,75.1
Male,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),24.8
Male,0,Yes,No,Yes,No,2,No,No,No,No,Yes,Yes,1,No,Electronic check,91.25
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,No,Mailed check,70.75
Male,0,No,No,Yes,No,2,Yes,No,No,No,No,No,1,No,Mailed check,74.35
Male,0,Yes,Yes,No,No phone service,0,Yes,No,Yes,Yes,Yes,No,2,No,Mailed check,50.8
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),108.4
Male,0,Yes,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),103.15
Male,0,No,Yes,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,Mailed check,78.0
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.05
Male,0,No,No,Yes,No,0,No,Yes,No,Yes,No,No,1,Yes,Mailed check,53.75
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Credit card (automatic),25.7
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.85
Male,0,No,Yes,No,No phone service,0,Yes,No,No,No,Yes,No,2,Yes,Credit card (automatic),40.65
Female,0,Yes,Yes,Yes,No,0,No,No,No,No,No,No,1,Yes,Electronic check,45.7
Male,1,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.7
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,No,No,No,2,Yes,Bank transfer (automatic),60.3
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Electronic check,22.95
Male,0,Yes,No,Yes,Yes,2,No,No,No,Yes,Yes,Yes,2,No,Electronic check,99.4
Male,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,76.1
Male,0,No,No,No,No phone service,0,Yes,No,No,Yes,Yes,Yes,2,No,Credit card (automatic),54.55
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,20.0
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,19.8
Female,0,No,Yes,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,89.35
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Bank transfer (automatic),20.05
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,No,Yes,Yes,0,Yes,Credit card (automatic),83.6
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),25.35
Male,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,0,No,Electronic check,102.6
Female,0,Yes,Yes,No,No phone service,0,No,No,No,Yes,No,No,1,Yes,Mailed check,31.0
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,91.1
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Electronic check,20.0
Female,0,No,No,Yes,No,0,No,No,No,Yes,No,Yes,2,No,Credit card (automatic),59.1
Female,0,No,No,Yes,No,2,No,No,Yes,Yes,Yes,No,2,Yes,Credit card (automatic),90.05
Male,1,Yes,No,Yes,Yes,2,No,Yes,No,No,No,Yes,2,No,Mailed check,88.4
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,45.45
Male,0,No,No,Yes,No,0,Yes,Yes,No,Yes,No,No,1,Yes,Mailed check,61.9
Female,1,No,No,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,87.1
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Mailed check,91.05
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Bank transfer (automatic),80.0
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Mailed check,44.95
Female,0,Yes,No,No,No phone service,0,Yes,No,No,No,No,No,1,No,Electronic check,28.5
Male,0,No,No,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,Electronic check,96.0
Female,0,No,Yes,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Bank transfer (automatic),94.2
Male,1,Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,Electronic check,93.25
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.95
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,No,No,No,2,Yes,Credit card (automatic),53.65
Female,0,No,No,Yes,No,2,No,No,Yes,No,No,No,1,No,Electronic check,75.55
Female,0,No,No,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,Electronic check,95.3
Female,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,Yes,1,Yes,Mailed check,71.05
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.1
Male,1,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Credit card (automatic),86.05
Male,0,No,No,No,No phone service,0,Yes,Yes,Yes,Yes,Yes,No,0,No,Mailed check,54.85
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,46.3
Female,0,No,Yes,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Bank transfer (automatic),85.9
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Electronic check,20.5
Female,1,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,19.65
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,No,Electronic check,93.8
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),76.4
Female,0,Yes,Yes,No,No phone service,0,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,50.85
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,24.1
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,105.9
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.85
Male,0,No,No,Yes,Yes,0,No,Yes,No,No,No,No,1,Yes,Bank transfer (automatic),54.65
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),20.5
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,2,No,Bank transfer (automatic),84.9
Male,1,Yes,No,No,No phone service,0,No,No,No,No,Yes,No,1,Yes,Mailed check,36.45
Female,0,No,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,48.25
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.8
Female,1,No,No,Yes,No,2,Yes,No,No,No,No,No,1,Yes,Credit card (automatic),73.55
Female,0,Yes,Yes,Yes,No,0,Yes,No,Yes,Yes,No,No,1,No,Bank transfer (automatic),61.75
Male,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),74.2
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,2,No,Bank transfer (automatic),78.35
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),19.75
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Mailed check,79.15
Female,0,No,Yes,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,2,Yes,Credit card (automatic),106.0
Female,1,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,105.5
Male,0,Yes,Yes,Yes,No,2,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),75.0
Male,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Credit card (automatic),88.55
Female,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),102.15
Female,0,Yes,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),86.15
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,No,No,No,No,1,Yes,Credit card (automatic),54.75
Female,0,No,No,Yes,Yes,0,No,Yes,No,No,No,No,2,Yes,Mailed check,54.25
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.75
Female,1,Yes,No,Yes,Yes,2,No,Yes,No,No,No,Yes,1,No,Electronic check,89.45
Male,1,No,No,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,No,Bank transfer (automatic),93.9
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.65
Male,0,Yes,No,Yes,Yes,0,Yes,No,No,Yes,Yes,No,2,Yes,Credit card (automatic),72.8
Male,0,No,No,Yes,No,2,No,No,Yes,No,Yes,Yes,2,No,Electronic check,95.7
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),19.9
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.55
Male,0,No,No,Yes,No,0,No,No,No,No,No,Yes,1,Yes,Mailed check,55.3
Female,0,No,No,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Mailed check,84.3
Male,0,No,No,Yes,Yes,0,No,No,Yes,Yes,No,No,1,No,Electronic check,59.55
Female,0,No,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,2,No,Credit card (automatic),74.65
Male,0,No,No,No,No phone service,0,No,No,No,Yes,No,Yes,1,Yes,Electronic check,40.05
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,Electronic check,91.4
Female,1,No,No,Yes,No,2,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),76.45
Female,1,No,No,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,90.25
Male,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,1,No,Bank transfer (automatic),81.75
Female,0,No,No,Yes,Yes,0,Yes,No,No,Yes,No,No,2,No,Electronic check,59.4
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.25
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),24.95
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,No,Yes,Yes,Yes,0,No,Credit card (automatic),106.7
Female,0,No,No,Yes,Yes,2,Yes,No,No,No,Yes,No,1,Yes,Bank transfer (automatic),89.1
Female,1,Yes,No,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,Credit card (automatic),91.95
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.4
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),74.8
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,No,Bank transfer (automatic),80.85
Male,0,No,No,Yes,No,0,No,No,No,Yes,No,No,1,Yes,Mailed check,49.45
Female,0,No,No,Yes,Yes,0,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Mailed check,85.25
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,Electronic check,95.25
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.05
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.25
Female,0,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Electronic check,44.45
Female,0,No,No,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Electronic check,49.8
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Bank transfer (automatic),80.35
Male,0,Yes,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,100.2
Female,0,Yes,No,No,No phone service,0,No,Yes,No,Yes,No,No,2,No,Mailed check,33.55
Female,0,No,No,Yes,Yes,0,No,Yes,Yes,No,Yes,Yes,0,Yes,Electronic check,80.65
Female,0,No,No,Yes,No,0,No,No,No,Yes,No,Yes,1,Yes,Mailed check,60.95
Female,0,Yes,No,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Bank transfer (automatic),83.85
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Bank transfer (automatic),86.0
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),25.25
Female,0,No,No,Yes,Yes,0,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),85.35
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.25
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.3
Male,1,Yes,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,98.9
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.45
Female,0,Yes,No,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Bank transfer (automatic),50.3
Male,0,Yes,No,Yes,No,2,No,No,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),96.65
Male,0,No,No,Yes,No,2,Yes,Yes,No,No,Yes,Yes,1,No,Electronic check,100.2
Female,0,Yes,No,No,No phone service,0,Yes,No,Yes,No,Yes,Yes,2,Yes,Electronic check,54.4
Male,0,Yes,Yes,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,Credit card (automatic),90.4
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,85.7
Female,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,No,No,1,Yes,Electronic check,85.45
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No,0,No,Credit card (automatic),73.85
Female,0,No,Yes,Yes,Yes,0,Yes,No,Yes,Yes,No,Yes,2,No,Credit card (automatic),73.55
Female,0,No,No,Yes,No,0,No,No,Yes,No,No,Yes,1,No,Electronic check,60.85
Female,0,No,No,Yes,Yes,2,No,No,No,Yes,No,No,1,Yes,Credit card (automatic),79.55
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.6
Male,0,No,No,Yes,Yes,0,Yes,No,Yes,No,Yes,No,1,No,Mailed check,69.5
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.15
Male,0,Yes,No,Yes,No,2,No,Yes,Yes,No,No,Yes,1,Yes,Electronic check,91.0
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Mailed check,80.3
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.3
Female,0,No,No,Yes,No,2,No,Yes,No,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),98.8
Female,0,Yes,No,Yes,No,2,Yes,No,No,Yes,Yes,Yes,2,Yes,Credit card (automatic),101.9
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,0,Yes,Electronic check,104.6
Female,0,Yes,Yes,No,No phone service,0,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),30.5
Female,0,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),75.4
Male,0,Yes,Yes,Yes,No,2,Yes,No,Yes,No,No,Yes,1,Yes,Mailed check,90.35
Male,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,No,Bank transfer (automatic),80.6
Female,0,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),75.15
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Mailed check,80.2
Female,0,No,No,Yes,No,0,Yes,No,No,Yes,No,No,2,Yes,Mailed check,54.6
Female,0,No,No,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,0,Yes,Mailed check,79.6
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),82.5
Female,1,Yes,No,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,Electronic check,77.5
Female,0,No,Yes,Yes,Yes,2,No,Yes,Yes,Yes,No,No,1,Yes,Credit card (automatic),92.7
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),105.1
Female,0,Yes,No,Yes,No,2,Yes,No,No,No,Yes,Yes,1,Yes,Mailed check,92.35
Female,0,Yes,Yes,Yes,No,2,No,No,No,Yes,No,No,1,Yes,Electronic check,75.85
Male,0,No,No,Yes,No,2,No,Yes,Yes,No,No,Yes,1,Yes,Electronic check,89.55
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.5
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,74.9
Male,0,No,No,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,Electronic check,81.3
Male,1,Yes,No,Yes,No,0,Yes,Yes,No,No,No,No,1,Yes,Bank transfer (automatic),54.55
Female,0,No,No,No,No phone service,0,No,Yes,No,No,No,No,1,No,Electronic check,29.15
Female,1,Yes,No,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,Credit card (automatic),101.3
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.85
Male,1,No,No,Yes,No,0,No,No,Yes,Yes,Yes,Yes,2,Yes,Electronic check,73.0
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.4
Female,0,Yes,Yes,No,No phone service,0,Yes,Yes,No,Yes,No,No,0,No,Mailed check,39.4
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,Electronic check,107.5
Male,0,No,No,Yes,Yes,0,No,Yes,No,Yes,No,No,1,No,Mailed check,60.1
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.65
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Mailed check,78.85
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.85
Female,0,Yes,Yes,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,86.1
Male,1,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,No,No,Yes,0,Yes,Bank transfer (automatic),75.15
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Electronic check,20.4
Female,0,No,No,Yes,Yes,2,Yes,No,No,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),103.35
Male,0,No,No,Yes,No,2,Yes,No,No,Yes,No,No,1,Yes,Mailed check,82.3
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,23.55
Female,1,No,No,No,No phone service,0,No,No,No,No,No,No,1,Yes,Electronic check,25.2
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,20.4
Male,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,No,Yes,Yes,0,Yes,Electronic check,79.7
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,18.8
Female,0,Yes,No,Yes,Yes,0,No,Yes,No,No,Yes,Yes,1,Yes,Bank transfer (automatic),75.4
Female,0,No,No,Yes,No,2,No,Yes,No,No,No,No,1,No,Electronic check,75.6
Female,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),88.05
Male,0,No,No,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,84.85
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),73.15
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.0
Male,0,No,Yes,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),86.5
Male,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Electronic check,84.1
Female,1,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Electronic check,80.85
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,21.05
Male,0,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,2,No,Credit card (automatic),56.1
Male,0,No,No,Yes,No,0,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,77.4
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,24.4
Female,0,Yes,No,Yes,No,2,No,No,No,Yes,Yes,Yes,2,Yes,Electronic check,93.45
Female,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),100.15
Female,0,Yes,Yes,Yes,Yes,2,No,No,No,Yes,No,Yes,2,Yes,Bank transfer (automatic),89.35
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),24.0
Female,1,No,No,Yes,Yes,2,Yes,Yes,No,Yes,Yes,No,1,Yes,Electronic check,97.05
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,No,Bank transfer (automatic),98.05
Male,0,Yes,No,No,No phone service,0,No,No,Yes,No,No,No,1,No,Electronic check,29.1
Female,0,Yes,Yes,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.0
